Unnamed: 0,error,learn_rate,num_hidden_nodes,weight_range,beta,c
613,6.842040484,1.33126664,4,3.524147336,227,445
182,6.857372123,1.178188517,4,1.633099155,165,500
284,6.862277056,4.959668936,15,2.509908794,85,413
674,6.884225988,0.73997976,13,3.529749254,39,452
346,6.898161327,0.740415272,2,3.714681299,411,298
129,6.8985365,3.63482695,2,3.769300432,311,161
944,6.917305607,2.610868784,10,4.625868153,166,54
819,6.91768255,1.199227109,6,3.2530674,278,359
222,6.944759003,0.444031957,6,2.862396825,180,146
900,6.959999824,4.421802254,18,2.299493157,477,266
258,6.969850897,2.442167118,11,4.106298312,98,6
639,6.972368643,1.132676796,2,3.583819928,10,198
961,6.986900988,2.317186939,2,2.464649882,40,448
571,6.988130984,1.515831237,11,3.695942734,497,456
847,6.997876412,1.082069551,16,4.788650142,343,76
155,7.00000842,0.784884998,11,0.516240854,306,419
896,7.000240672,4.82883526,17,1.785724184,468,243
42,7.028580933,2.961979747,8,3.822040964,479,479
76,7.038199058,0.235491759,11,0.809094125,53,343
610,7.040012097,4.031478951,15,3.326749865,333,331
755,7.048666434,2.247154758,5,5.141993929,382,487
481,7.069560167,3.339943559,21,2.087643478,232,386
194,7.086326834,4.610323357,17,2.023572823,80,208
908,7.092518684,1.850156092,2,5.333725862,458,45
125,7.104065091,4.413678701,14,2.530698605,375,52
970,7.127287001,1.295446315,4,0.928970281,486,257
159,7.134951856,4.634063671,13,3.283231865,190,298
153,7.143738896,4.776725259,11,4.158248221,321,63
367,7.150697286,3.33118821,8,4.043988972,4,41
786,7.153585359,3.355819879,23,1.752359599,226,124
170,7.165984985,4.494582609,13,5.41753402,329,410
646,7.198396406,0.962658536,13,3.510573621,288,100
806,7.231310408,2.041726127,16,2.166201549,333,179
643,7.231902433,4.343388662,11,3.756636551,311,455
903,7.235546945,2.676917515,3,4.096718383,116,185
617,7.250697607,1.442491057,15,4.870334599,64,204
26,7.251511069,3.52025576,11,3.608307169,426,449
522,7.264560313,1.680872411,9,3.760543181,87,33
919,7.27306921,3.923104779,16,2.549620864,256,385
865,7.283919303,2.816004422,22,2.655270842,183,154
558,7.305915981,3.259950042,3,4.893378781,343,392
774,7.312955976,1.65361884,12,5.043515715,437,122
385,7.339849229,3.227019553,16,4.958277879,414,173
551,7.348481708,2.766563093,20,2.880543394,269,171
770,7.349281359,4.959014893,20,2.689135726,33,365
787,7.377571633,0.275466169,14,2.402722677,253,164
973,7.400669307,0.237924981,8,0.599129892,307,20
898,7.411716225,0.363607504,17,0.57448801,188,265
303,7.416019056,4.148868922,22,1.452465611,22,93
149,7.423020169,0.232483406,7,0.503276242,121,90
993,7.429001238,0.846626181,3,1.967872756,240,203
357,7.439870465,1.45377623,4,2.162158602,398,16
219,7.455360897,4.289077605,17,3.824081102,376,446
932,7.461798453,1.70715497,5,5.291008668,185,323
649,7.477309501,0.449884418,17,2.494370371,275,205
981,7.49182942,1.462539899,23,4.945131836,430,29
681,7.493239081,2.88563857,1,3.228849786,431,474
463,7.506130367,3.547606048,18,4.379192169,265,432
328,7.509530727,0.769136177,20,2.673869808,420,279
295,7.510132101,3.1881757,7,3.94206744,21,18
139,7.558503644,1.61001825,18,4.714841256,50,46
201,7.57071018,1.506119875,24,3.575685627,179,494
692,7.609777491,2.26765793,19,2.844647407,205,429
705,7.612761194,1.001667137,5,0.518776652,72,468
523,7.613975572,0.41620745,8,3.933916724,332,421
22,7.618482566,3.715221509,19,2.148323683,11,365
658,7.618586323,0.934270019,21,2.598908758,213,83
137,7.634422297,3.902276507,9,3.782810427,267,116
493,7.657938135,4.926481163,15,4.569328828,278,171
440,7.686496745,1.606101886,9,4.77701753,194,87
442,7.697372895,2.027477667,24,3.71252283,138,293
329,7.707551092,4.955150612,23,1.780029244,238,51
289,7.71497454,2.706703665,20,2.301508694,280,330
650,7.720826691,4.189826977,19,2.061943423,78,213
23,7.725278821,3.031999591,15,2.890115626,188,278
976,7.754603578,3.421642203,19,3.088436204,299,192
713,7.77412733,1.208469995,2,4.225803288,233,135
476,7.784267224,1.872264156,8,5.268998906,172,156
225,7.798146895,0.331012359,5,0.692657596,458,347
622,7.800860324,4.728116812,8,5.384409647,8,209
240,7.840293476,4.360467388,14,3.428702841,371,105
212,7.877567487,1.388716409,17,2.869123867,494,440
248,7.906249698,4.312495266,8,4.671492362,226,316
443,7.909602829,3.84790019,18,3.676717097,174,158
910,7.916244811,3.151376963,16,3.451661514,100,174
891,7.93171426,3.812683016,1,3.094713192,123,200
267,7.934604942,3.424039718,1,4.783103026,325,19
840,7.942381226,3.599882667,22,4.363738416,98,458
532,7.944210046,3.258864726,23,2.947370741,409,206
949,7.944816593,4.761014136,19,2.364240469,486,58
482,7.951962602,0.466449555,8,3.212392305,457,75
366,7.959898742,3.017942806,11,4.167964379,99,265
431,7.990154834,4.29783215,21,2.248668945,59,464
775,8.010622898,1.708619959,9,4.005784765,329,446
117,8.015351464,1.772277227,19,3.76768555,122,69
216,8.016046791,4.607917025,16,3.664332473,420,307
740,8.039877191,0.95030471,5,0.603198801,342,210
860,8.066641239,3.472967402,10,5.068450848,212,392
920,8.067110798,0.469734012,2,4.962809844,151,132
177,8.087251795,0.710061882,15,5.28198528,228,269
975,8.098473346,4.947151716,20,2.342142808,86,393
274,8.099430503,2.310949912,19,3.796539536,427,281
40,8.129617022,0.590237733,6,4.766450455,209,61
647,8.147714461,1.673575653,12,3.374752486,208,255
146,8.159037457,3.676118036,14,3.996011165,287,342
412,8.178953667,3.125210245,25,1.94277463,461,442
98,8.179381342,4.556870883,13,3.213600621,243,279
304,8.18587871,3.085917074,19,3.870117666,427,138
340,8.205740529,0.703695827,17,5.249564784,351,176
709,8.214468983,2.583929224,6,4.356173805,147,290
288,8.223162162,1.463129258,7,2.949348672,79,92
173,8.237234001,3.682178749,15,5.002290937,440,269
941,8.251453254,0.604260194,18,3.080628778,486,488
471,8.254914887,1.114332936,19,4.67999697,478,303
406,8.255354047,4.17110415,18,4.260516609,253,236
445,8.275144074,0.783990881,16,5.300997993,31,468
611,8.280088358,3.472746962,14,5.420674806,132,218
758,8.294400267,0.712233793,2,4.58099886,366,339
565,8.306698135,0.412632468,21,3.274110744,422,94
25,8.326309246,2.541729668,15,4.788552607,233,142
946,8.339930207,4.654344045,16,2.376336629,334,498
842,8.346655081,4.326173945,16,4.273133204,321,184
858,8.368649963,4.909726665,5,3.579499864,206,10
667,8.382435377,0.123517356,2,0.755536651,218,204
13,8.385123264,0.959713467,17,2.464576804,153,439
342,8.388777982,3.164432256,21,2.420202393,351,248
38,8.400949497,3.559902306,10,4.568270299,308,278
292,8.436613424,3.784890668,10,4.829312351,169,83
857,8.448266936,2.945399141,24,3.128599834,195,380
707,8.474260838,1.035419233,14,4.283680663,9,480
62,8.475330688,3.968544868,21,2.716508975,41,82
593,8.480825937,4.535572671,7,4.881604406,476,463
749,8.482534056,0.687385704,22,3.406778363,311,93
29,8.491761484,1.996168488,9,3.985074018,371,491
645,8.499093517,2.935889838,15,4.211984999,209,112
766,8.511421976,0.205725788,16,2.91342448,348,456
7,8.518942592,2.833802125,14,4.327669697,230,405
972,8.590329461,2.961427859,19,2.286043929,208,170
469,8.622842621,3.340868752,19,5.128161999,350,493
508,8.626018254,3.814636027,22,2.010240171,217,129
126,8.643069874,3.924629759,21,4.306470502,488,302
423,8.694653308,3.667734527,24,4.269125493,107,347
331,8.696490607,1.393905814,2,5.021273989,168,79
863,8.716811959,0.288765476,9,3.196916035,231,9
68,8.732352559,4.403559374,17,4.148674203,472,136
699,8.761740153,3.811715766,4,5.403508012,5,36
351,8.770333798,4.38018942,24,2.529115099,272,483
519,8.783080211,1.288379248,3,3.846840052,143,56
632,8.788636151,1.622665687,13,4.523675204,226,43
286,8.804946796,1.004248908,1,2.339158786,29,274
257,8.806967699,3.256856591,1,1.692115435,413,283
458,8.815914854,1.6129299,8,5.265713634,222,21
58,8.819859391,4.591483617,25,2.800348993,167,83
268,8.825388602,3.790992037,14,4.41460379,13,490
756,8.826354039,2.593588198,22,4.843176964,276,179
926,8.840631128,1.779018356,8,2.860753157,253,22
783,8.856373131,3.597861052,18,4.816590918,81,498
495,8.870052604,2.297440452,10,4.229564125,406,68
429,8.875007678,3.191110232,11,4.223651568,331,44
472,8.891588281,4.452015312,23,2.114546967,11,451
33,8.902292806,0.751569679,11,3.55344265,187,423
380,8.91670768,2.352105873,17,2.973667703,319,467
836,8.921739679,3.428524298,22,3.875067814,490,160
70,8.945906281,0.566763061,2,3.611017461,391,315
673,8.969489581,4.728276236,25,0.583014856,426,428
991,8.975619459,1.26802272,23,2.647990385,140,272
15,8.976057765,3.016694092,9,5.203515251,108,464
95,8.98177772,1.24075508,24,3.633625623,329,66
73,9.008850095,1.650774185,22,5.063680262,388,106
821,9.018521543,4.724443119,22,2.544244601,16,254
985,9.023216327,4.081784625,12,3.830525899,29,205
916,9.041423595,0.466280636,11,3.115530486,412,440
691,9.06421038,3.869694678,23,4.442823721,414,160
538,9.097615212,4.025281147,24,1.603315393,356,133
388,9.130348891,2.28868804,25,4.44494072,409,21
237,9.137240388,1.262676883,6,5.042304884,427,451
636,9.144138912,1.35602439,7,5.202884113,271,426
838,9.14942826,2.661956528,15,3.222875074,312,152
563,9.182035731,4.920745085,10,4.468102355,11,28
601,9.196994952,3.251449972,11,4.595456796,110,178
434,9.221111393,0.741620416,15,3.708885111,4,338
505,9.22392139,1.5611348,12,4.707668861,247,140
813,9.233774848,2.630241876,11,3.496098061,125,471
448,9.257011556,3.159655397,12,4.393662776,371,151
282,9.262044668,2.257894271,15,4.893455836,284,259
503,9.264921412,0.569177958,23,2.829531558,59,6
420,9.270158674,3.481087685,24,5.228009627,242,115
211,9.280515832,4.805021494,19,3.50900558,217,367
834,9.319699026,2.610808741,16,5.317141126,249,451
28,9.322991414,0.331087134,22,3.18436243,109,289
902,9.323042091,0.202799768,2,1.084815214,442,463
979,9.323205431,3.738188217,19,2.911531004,409,461
912,9.346544295,0.639580015,6,2.840926425,304,212
21,9.369279484,1.495779968,18,4.695574302,115,228
569,9.39844227,0.736097072,13,4.691029417,110,351
54,9.399629763,0.961537582,19,4.089718323,39,105
715,9.405718382,3.61862862,9,5.109205438,434,297
150,9.427916343,4.781322817,4,3.022959977,49,4
393,9.430443959,2.564567693,21,4.949820159,245,70
927,9.495292546,1.945822402,14,3.275879912,405,190
953,9.51202226,0.957287739,16,4.197034683,55,167
895,9.531943438,4.225303704,1,1.693178281,500,217
554,9.543305107,3.850787421,22,2.935036096,216,125
530,9.555026231,3.778899188,18,3.844296813,209,76
108,9.564868468,2.919920321,19,3.675408486,134,385
349,9.579307968,2.241214452,15,4.507879911,117,102
635,9.615127868,2.451162299,23,5.368345201,487,459
478,9.624630408,0.373795246,15,5.017302803,414,295
603,9.629785174,0.136507438,6,0.600037967,379,69
480,9.634565406,2.621471255,17,4.68643881,196,491
967,9.652129264,0.138839916,9,1.538043713,122,212
255,9.679900015,3.08820652,22,2.753827551,190,202
670,9.681137387,1.313514495,13,3.530984741,77,71
696,9.683663865,0.18897402,21,1.917057563,354,316
739,9.695585199,0.360178762,24,2.598847622,235,345
390,9.713711736,4.764783973,8,4.356803156,20,317
521,9.726761819,1.414453564,5,3.605583067,113,97
88,9.735233005,3.021917587,8,5.274460431,354,32
820,9.746704025,1.794722086,17,2.982652486,369,118
780,9.766752325,3.576011494,21,5.451113954,393,253
830,9.76989705,4.969612217,22,1.520146214,350,288
293,9.81712986,3.442901396,14,5.354425652,424,96
72,9.821590343,4.258636094,23,2.68695942,286,16
110,9.82629933,0.198232101,5,0.555270479,61,252
769,9.853505054,2.76298933,1,5.434906714,85,130
644,9.85491452,1.128138052,7,4.595392123,306,56
392,9.883444925,1.429590536,24,4.288229969,201,479
572,9.932590883,4.910365541,23,1.621104852,163,48
550,9.94264001,0.822346047,23,4.87144315,111,104
381,9.975718658,2.832801407,23,5.007129255,252,376
432,10.0003394,0.262818212,15,2.590665143,136,418
759,10.00788852,0.682862817,24,4.599490316,340,132
92,10.01239472,4.094929554,16,2.949028499,472,412
398,10.01806168,1.95085817,17,4.69584609,292,419
203,10.07327701,3.097384927,19,5.099856682,36,156
417,10.08813326,3.124316366,16,5.40702228,114,487
479,10.10393701,2.295671346,12,5.458978715,172,428
9,10.11023513,1.702820364,12,3.999407793,219,203
124,10.11541038,2.687509657,23,4.313423187,80,457
971,10.1234335,1.425873209,21,2.960246186,72,6
799,10.15890719,0.789667064,10,4.163466359,342,435
266,10.1646714,3.260906966,12,5.046359069,244,176
213,10.17039901,0.304093042,20,3.179604196,314,426
285,10.18393831,1.583467358,25,4.520837064,18,397
135,10.22514718,0.67455447,23,3.022857123,31,409
701,10.22545192,0.771102572,23,3.707590862,436,306
917,10.22818148,0.81096129,8,5.27350744,270,163
777,10.23279193,3.259439572,14,3.797293573,346,71
271,10.24799765,2.985242172,2,4.027851578,436,194
729,10.24850431,4.999991109,14,3.429434149,338,493
682,10.2506918,3.46919195,9,5.432828725,426,262
768,10.25370308,4.703123236,16,3.224912309,44,324
718,10.26970585,1.605964934,21,3.498573347,290,199
597,10.26978202,4.149672096,6,4.982421036,70,268
183,10.28790334,1.925889861,19,3.995447364,179,193
680,10.32487639,1.567660346,7,3.894954543,456,365
969,10.33047313,4.792418112,22,5.359118464,51,168
109,10.34273061,0.430478689,6,4.989018873,349,19
735,10.36214301,1.30601992,23,4.566153245,233,418
111,10.38721759,1.571603725,16,5.370602638,107,413
113,10.39365503,3.269732471,25,3.484539825,88,311
872,10.49156498,4.807316284,18,4.559543523,270,190
348,10.51506363,1.266310095,13,4.184082413,358,55
210,10.5337137,4.594262894,22,2.371884968,289,84
317,10.55783916,1.096778606,20,1.512344087,417,4
383,10.64552095,1.958868427,23,3.134912045,365,342
524,10.64789723,1.236392543,15,2.658425664,37,381
49,10.65852516,0.232815324,24,2.279549405,88,249
370,10.66114353,2.231890123,13,3.567652561,235,138
992,10.6616114,1.609868009,4,4.586357888,309,368
414,10.66268558,0.376848956,9,4.198362243,466,430
719,10.67915314,1.183536425,18,3.999287277,371,202
430,10.68155984,1.283807672,18,3.181454784,72,378
852,10.68281444,0.323044972,5,4.367731454,306,103
224,10.70016274,4.176865633,13,4.780406801,13,293
410,10.70847232,0.583804517,4,4.484900327,441,133
313,10.70881112,0.576535214,18,4.654409556,24,103
148,10.76034621,0.415049529,12,3.03452607,249,204
298,10.77253919,3.807906566,24,3.165058759,471,249
698,10.79057313,2.353091462,18,4.300590998,168,454
862,10.79630462,4.064933448,19,4.710648507,431,96
6,10.84037451,0.772745266,3,1.223177211,460,6
408,10.84997455,1.406350613,6,4.782301466,432,9
400,10.87171617,1.755191319,21,3.387599162,393,422
254,10.91128801,0.486131603,8,3.631383751,335,435
951,10.93119598,1.502128028,22,4.138644843,88,175
822,10.94387701,4.338525787,7,4.3460318,364,389
227,10.94779758,1.474426209,2,4.2205493,148,464
886,10.95457336,3.225549243,25,3.680147725,401,188
191,10.9606617,4.577721366,14,1.142936444,253,4
174,10.96489895,0.183656267,13,4.558674536,124,181
628,11.04875634,2.672684902,24,4.863841068,274,489
566,11.07976927,3.29669141,21,5.089356905,473,161
540,11.11023395,0.367054723,9,3.419588119,61,36
708,11.14808502,4.272671336,11,5.372509902,7,367
734,11.17314266,2.72923367,10,4.699369793,276,30
818,11.21425265,3.132267635,23,4.792773227,142,459
206,11.24402728,4.418984599,16,4.195369252,71,220
937,11.25253777,1.399533325,16,4.97448513,298,270
97,11.26249177,0.428227019,23,4.693584341,422,192
633,11.31482767,1.350983512,11,5.3999819,319,310
325,11.40154481,3.853352609,21,3.197091863,128,206
247,11.41239943,2.241362615,17,4.642136831,137,462
772,11.41642656,0.368324008,4,5.254758256,335,4
50,11.4369174,1.895957536,16,3.7447346,365,197
127,11.44457455,4.603840023,21,4.189752028,329,63
347,11.48834415,1.257212057,20,4.797889737,161,460
265,11.52437455,0.170659409,16,2.588442276,78,396
115,11.53897469,4.412353157,10,4.794825675,63,364
562,11.56222821,2.385470006,11,4.696228316,88,201
67,11.56842536,2.826985319,25,4.07926831,193,227
843,11.63735316,2.008829308,23,4.266924169,397,476
226,11.65549982,0.131892685,11,5.367737153,305,354
564,11.72815753,2.725170473,8,5.123621139,391,188
754,11.7521047,0.817211047,5,4.096339019,152,208
684,11.78418722,4.891748261,23,2.389834146,484,20
244,11.7862048,2.253889981,24,3.811053386,386,85
362,11.81371453,4.006098866,14,3.00560765,449,44
827,11.81705494,4.141133359,19,5.129464636,439,187
533,11.84829012,0.550865408,21,2.315989179,345,314
536,11.84984022,2.507577173,19,3.66468125,369,193
467,11.85867092,2.06958669,16,4.766530391,117,75
407,11.85953015,2.278385264,12,4.321589046,318,140
516,11.86537134,3.393578426,14,3.167865772,301,4
957,11.87412916,1.673099782,17,4.594720843,365,446
714,11.88506519,2.325710499,2,5.136282544,340,25
515,11.9006088,2.424872564,11,5.103968783,144,2
704,11.91102456,0.418923431,18,5.098972811,266,157
656,11.92439423,1.937066269,2,5.033287326,325,85
75,11.97905249,0.383790116,6,4.32064677,392,180
294,12.03955055,0.932140726,10,3.765959819,498,293
197,12.06613283,1.680275243,6,5.419869943,79,398
934,12.07827924,4.746469334,17,4.360559387,222,500
877,12.08149437,0.835306447,12,4.488092578,41,426
580,12.11209929,1.841843822,23,5.082215336,85,39
489,12.1254407,0.141473413,5,2.855324829,238,363
642,12.23092403,3.482627759,22,3.525756623,322,410
939,12.27082404,1.323793217,2,3.846083553,332,5
620,12.31513634,0.301410781,23,3.787102646,468,351
753,12.34830268,4.3341419,24,4.378569986,424,454
230,12.36672034,2.335797602,22,3.120023829,344,338
231,12.38188812,2.119663571,23,4.17061482,109,410
69,12.39127327,0.947400997,4,3.80461444,18,106
48,12.45287318,2.097522011,20,4.219899753,482,481
767,12.45451347,0.692977915,2,5.156892477,440,35
893,12.47356855,1.553372442,3,5.04849099,244,327
361,12.49288472,4.9996386,24,4.602433584,209,254
270,12.53191471,0.309080569,12,2.781060829,216,319
326,12.58221438,3.399501506,23,5.480275858,348,19
373,12.62080563,2.374559418,11,5.178204319,54,282
186,12.64536478,1.409812558,25,3.877134704,146,217
921,12.64952958,0.91791667,19,4.048506049,353,203
763,12.66825142,3.658376549,4,5.451980651,70,391
105,12.6702345,0.595475585,21,2.812342817,91,170
60,12.7006106,0.590824182,23,3.506985154,304,194
277,12.70813204,4.626497067,13,5.11429431,304,476
447,12.72755366,0.846537743,15,5.192966924,125,331
365,12.78346957,0.824603272,4,5.472365413,277,193
629,12.7930006,2.028222237,23,4.924255158,496,244
788,12.80262825,0.324124774,4,4.421547359,453,393
133,12.82918111,2.692124326,21,3.390246209,424,156
964,12.87123751,3.30612943,18,4.23794219,26,257
327,12.88277074,4.486978562,21,4.498400272,116,74
234,12.97371541,4.788129824,23,3.000043433,368,23
45,13.03642473,4.089911836,24,2.911591733,481,369
79,13.05759317,1.956769602,17,5.305630735,488,235
242,13.06155968,0.458479861,23,2.902541025,29,368
608,13.09061136,1.108316097,8,4.981906706,385,261
356,13.10201448,2.089773769,18,4.886525298,114,6
228,13.1321035,2.96718039,2,5.377087464,336,473
596,13.14585643,2.489948171,21,4.441625361,185,198
59,13.15887154,0.30929963,10,5.211382614,120,285
883,13.16082487,4.387325562,17,5.407373073,325,457
737,13.18617265,0.193305368,17,1.919247342,438,433
757,13.20859961,4.9288412,14,5.323603082,38,4
817,13.25986063,3.769499209,10,5.409177236,186,323
677,13.26231099,0.758488557,11,5.400003753,373,238
484,13.27550666,0.413758523,18,3.466686556,343,38
179,13.28273678,1.918632907,25,4.876214741,480,429
77,13.29007784,2.167719245,11,4.975197059,378,286
828,13.31803787,4.906044284,24,4.440532002,499,498
301,13.42758163,0.992714817,20,3.256400378,347,143
297,13.50330276,3.972118381,21,4.730377335,196,32
165,13.5069318,2.535594694,16,5.110462159,175,32
716,13.52561569,0.959626155,19,4.821509092,69,216
736,13.56004463,2.330918074,19,5.385368745,29,388
661,13.58897478,3.829958841,18,4.596008346,338,40
940,13.60292109,0.292645802,24,5.219098496,110,453
805,13.66979244,0.849207274,2,1.13416415,35,3
809,13.69579107,1.58776949,14,5.202689796,132,379
876,13.70015845,3.469166053,15,4.97511531,244,262
205,13.70067149,4.628951554,19,5.065176294,122,191
511,13.70725253,2.393509405,16,3.700977292,97,4
333,13.72961472,0.964314703,21,4.936308288,242,194
321,13.75085021,0.595362521,17,4.564042749,236,266
722,13.75953015,1.493582883,15,5.479231099,75,202
965,13.82313328,0.71344101,22,3.385293785,275,193
57,13.85896584,0.345370218,19,4.258397563,143,52
994,13.90859025,1.62545053,20,5.433571562,33,266
978,13.91845174,2.423850565,1,5.236156705,448,165
160,13.94983258,4.910997513,20,4.339791974,374,208
444,14.17845891,0.148120602,8,4.87631293,302,313
542,14.2249621,1.935743766,24,5.467318835,445,297
665,14.23277301,3.780266074,22,4.34290793,330,498
352,14.28354971,3.541321884,25,5.071583978,477,212
849,14.3151044,3.341502412,18,5.229396248,33,267
778,14.33055583,0.61071419,24,5.016301009,407,181
968,14.34989696,1.520706361,9,4.424700254,491,265
279,14.40684067,3.947294562,20,5.265584525,494,473
589,14.41855691,0.129077084,4,5.430896092,458,170
537,14.42033112,4.411977969,25,5.127054889,445,319
17,14.44517493,4.275244004,22,4.161642012,159,77
797,14.48205824,4.300188188,20,4.791071557,473,249
169,14.5150577,3.674780709,20,3.781550645,389,195
144,14.58236469,4.973110213,13,5.383647081,242,431
84,14.5906556,4.635108707,19,3.932765629,98,124
854,14.71067954,2.521867156,21,5.233186245,30,278
612,14.83942018,0.444844683,19,5.376301894,54,430
245,14.887297,0.306644102,7,4.784021393,448,461
332,14.9053279,3.708482232,21,4.134373791,260,206
742,14.98886432,2.059655403,25,4.185718125,351,73
250,15.24598347,0.197858971,24,3.843320506,426,186
782,15.26832568,4.883102916,21,5.124141088,123,44
377,15.35466587,4.675487677,24,4.586152057,212,421
114,15.39598661,4.210121411,15,4.552129487,245,1
122,15.52568329,1.928352363,15,4.385324804,116,196
765,15.52757374,0.55117546,22,3.086399339,36,443
518,15.6032699,0.293770844,1,3.993598047,97,7
330,15.60904449,2.184372351,22,3.911867242,282,38
873,15.70233545,4.896019391,16,5.237035713,252,48
641,15.75671556,2.776672489,25,5.085582422,144,495
974,15.78390079,0.257092462,13,5.064690031,389,309
606,15.84770647,0.150472082,10,4.716881952,492,280
422,15.86303363,0.168887584,3,3.012772235,77,352
399,15.92529968,0.122540086,14,5.206356932,285,248
281,16.00021519,0.14063329,22,5.230376662,207,207
280,16.12425642,4.075826535,23,3.887198787,269,476
424,16.15815585,1.84188087,14,5.002008759,461,235
664,16.17969955,1.944541311,20,5.099358257,359,133
86,16.29047885,4.089320226,23,3.768205034,306,199
648,16.37870812,0.170442305,9,5.290533848,406,48
462,16.38206315,4.016426316,17,5.48895272,285,245
637,16.45073176,1.935756126,22,4.56616921,50,463
94,16.61686344,3.003398966,16,4.665011722,237,413
353,16.83909499,0.19460796,11,5.487790953,279,352
302,16.87456677,4.615956959,22,5.013759474,477,335
130,17.01311465,4.860438398,23,4.479183141,431,168
20,17.02928292,3.279196168,9,5.03785281,108,82
364,17.11985056,1.240512403,7,5.33472621,19,448
567,17.16017679,4.700976436,24,4.578567705,90,404
490,17.17201238,4.128136591,23,3.857544556,484,186
276,17.183363,2.65486715,6,1.808305172,238,0
945,17.47356,0.277042956,7,3.394719153,216,96
195,17.66675343,0.258474483,15,3.501600387,51,2
263,17.82180985,0.460616333,24,5.175060298,202,432
924,17.95459735,0.853740687,25,4.005075699,236,488
335,18.25183131,1.546783414,4,5.458932843,23,264
850,18.26487712,3.100333813,24,4.704620162,292,266
747,18.37558075,4.239778117,15,4.694795752,279,294
762,18.6084774,1.696956187,5,5.209381273,1,151
427,19.01691641,0.580500518,7,3.062425435,315,135
283,19.54711724,3.947394852,19,5.197470901,239,146
697,19.80350771,0.413443455,21,3.332076511,341,238
983,21.24561791,0.376709209,6,5.401311004,444,155
136,22.62116306,3.342634617,21,5.330546582,413,413
